analysis_id,S1P d16:1 [M>60],S1P d17:1 [M>60],S1P d18:0 [M>60],S1P d18:1 [M>60],S1P d18:2 [M>60],S1P d19:1 [M>60],S1P d20:1 [M>60]
006_EBLK_Extracted Blank+ISTD01,5.417248310291584e-4,0.0021683051656940545,0.0029539819113817752,0.002516439151362468,0.0010596035804353863,0.001624866840135422,1.0563784590653348e-4
007_SOLV_Blank01,0.0938012923690904,0.0891164213687094,0.5304852561620488,0.24874079216698558,0.2675720431420779,0.3177544016654126,0.044755244755244755
008_LTR_LTR01,0.09215143618067145,0.028487528721060685,0.09715670069893037,0.8719867782344697,0.3160904173413885,0.018946023393253925,7.341280447604283e-4
009_NIST_NIST01,0.11817582723735504,0.02880543779248285,0.14983202334316553,0.9848209063524161,0.29299407824408996,0.02714450994598107,0.0010772856249699418
010_TQCd-0_TQC-0percent,0.11785199690283736,0.13330840018442558,0.33132948498824805,0.09745187199966833,0.10637120667537804,0.15472338595379248,0.040547945205479455
011_TQCd-20_TQC-20percent,0.08157897697691621,0.06513404437720016,0.23805016785915561,2.0448825449722348,0.28043251848774214,0.05195743410915737,0.0037306243979332693
012_TQCd-40_TQC-40percent,0.0749846560017277,0.06250054361259677,0.23237951934129575,1.9045575909476218,0.27707633748246924,0.04897991785758569,0.003033861812487767
013_TQCd-60_TQC-60percent,0.07966667856968786,0.06501679702076697,0.22585144002253546,2.045780027547912,0.29935745954963944,0.04962933294081651,0.004172784702065904
014_TQCd-80_TQC-80percent,0.07713860419607957,0.06848380284936802,0.2628053071280088,2.078030744168139,0.3320553846489071,0.0576004828525558,0.003527438848088822
015_TQCd-100_TQC-100percent,0.07477149248059366,0.061982672112547266,0.24628065093774834,2.1433669374961664,0.308848997059855,0.052223696872673114,0.00397804569123235
016_TQC_TQC01,0.06854832296617558,0.06465027034771324,0.24457884903042362,1.9276315955013672,0.3155862034451525,0.05255410547641481,0.004587880195031344
017_TQC_TQC02,0.06955481293486279,0.061834171805711845,0.21345434430245083,2.010986881142783,0.294633871463218,0.04650927011321041,0.0033805245485071236
018_BQC_PQC01,0.07238131111815796,0.06509098029959808,0.23382735801665752,2.068101364255904,0.3203691173228967,0.048140986417729806,0.004245238765362604
019_BQC_PQC02,0.06679446084510293,0.05824584427706987,0.24114556153894579,2.015007622917102,0.30483305151240936,0.050575208634790765,0.004484564697931501
020_SPL_S001,0.07889488925515366,0.05727089766919302,0.10977117542454407,1.2901027891654155,0.21985001842789623,0.03204833490670403,0.0023165044606650444
021_SPL_S002,0.06868357189372307,0.05906234544347901,0.2569241560599492,2.195294454425904,0.26781276895777395,0.052865916274075726,0.007787610619469027
022_SPL_S003,0.050188725284489345,0.050445908658730165,0.2493498184514455,2.087454256503503,0.3554151105267761,0.04764956081378079,0.00358537709531087
023_SPL_S004,0.05223566796770316,0.06274160021002136,0.27731765004110714,1.8095329015462225,0.3757283953689257,0.05410851537932782,0.004359569985414078
024_SPL_S005,0.07947040395473606,0.08863312210275022,0.5485512919353926,4.224725843247358,0.39961238207929123,0.12229066127670117,0.010638928694964668
025_SPL_S006,0.06848883984906969,0.06471519481822116,0.376357443370393,2.963770026305314,0.28493162358911867,0.07868290277560779,0.007108330963889679
026_SPL_S007,0.04953313864937048,0.045517790759917826,0.22666760575668998,1.712341181426933,0.282170042259054,0.041785225650602095,0.003860876916934783
027_SPL_S008,0.04454932115472897,0.031030141225409327,0.26680763199692376,1.5754500679911483,0.2262293068768953,0.038585430570794756,0.004011746317434756
028_BQC_PQC03,0.06598298791628127,0.0655076121521559,0.23738284960315434,2.12533994215407,0.3143252003308862,0.05200010602992367,0.004373451370011307
029_SPL_S009,0.05336841953760531,0.05014764363818163,0.34171681833484197,2.7193619664074147,0.3154744941258603,0.06216519821202942,0.005420978080810506
030_SPL_S010,0.04678326443794084,0.04196455221398494,0.2837486033086512,2.7272094712107147,0.322367817683193,0.06283803689969535,0.005829828388925125
031_SPL_S011,0.04292621389620581,0.05103631569912675,0.08189713541898913,0.8116253533412259,0.2324400121988671,0.020882783244489646,0.0013749026558178255
032_SPL_S012,0.047952950509248804,0.07087158872014318,0.2221651369338009,1.9945660798348663,0.24811102756019554,0.055685018559175625,0.0033321046811647624
033_SPL_S013,0.070772625152977775,0.07136362839354121,0.4777432700066473,3.1202628846489584,0.3610217936802677,0.07137105981634231,0.006372512668396985
034_SPL_S014,0.09409478125448158,0.07772431075170556,0.28581353919442953,2.3902888924774945,0.36731596851883025,0.05254351556848591,0.003859499025619088
035_SPL_S015,0.08006833811640501,0.07483477271238068,0.2762355407135197,2.0248520515465045,0.3527148860747385,0.052653851554438524,0.004872875594833447
036_SPL_S016,0.12622173913739257,0.09244733396411499,0.3912309987962922,2.579791240241111,0.37703203621887543,0.07980836806657547,0.006727110203039203
037_BQC_PQC04,0.07492525872529068,0.0629134851724901,0.23994270894057784,1.8996590497363728,0.3213674741661916,0.050962563769275465,0.004413892908827786
038_TQC_TQC03,0.07716957779687467,0.06673326208357429,0.24477037286204234,2.184555795163884,0.32652483986613356,0.05645446744097002,0.004651601641741756
106_SPL_S074,0.06908996093747737,0.06819840642097472,0.21476328584859752,1.5344376802917385,0.26610813823245416,0.03842470635479634,0.002596439169139466
107_SPL_S075,0.048445668757558055,0.04562377561735046,0.37138302870734374,2.1107265571709224,0.23174164440106,0.056923212284304366,0.004001755155770075
108_SPL_S076,0.058476508678848724,0.06609418662221328,0.22495606712227187,1.9915381037941369,0.2378895603198572,0.05901153173786233,0.004338988852992148
109_SPL_S077,0.06764294113894871,0.06786556526943577,0.2199703487632505,1.866283241178624,0.2462623777390615,0.050592706816557455,0.005296090504079692
110_SPL_S078,0.06247762953511917,0.07014047417509152,0.2110851354782776,1.7425632416335226,0.24081268532157615,0.04837328009150476,0.004689674695100375
111_SPL_S079,0.030293587726667143,0.030976440491594714,0.3121294083871922,2.02003954349061,0.24985796702197963,0.04452494632928964,0.004262256899965063
112_SPL_S080,0.05167029867792322,0.05246263434345872,0.32579459081112677,2.072187899295171,0.27808294549249846,0.051818466121057935,0.005671794124079609
113_BQC_PQC12,0.08447497354719721,0.06453803285151821,0.23889406587189452,2.258861293850068,0.32251609799862957,0.05420906751416313,0.0046786293592862935
114_TQC_TQC07,0.06760245856436355,0.06699798150555697,0.24061609722119776,2.1000870309856383,0.30531175671433797,0.045005905954022256,0.003941708929832445
115_SPL_S081,0.06526524004422549,0.07539650784665596,0.30367204799107694,2.081615341569258,0.23404391899739646,0.062232685217003286,0.00407899960301707
116_SPL_S082,0.0679918953986699,0.08001863940445293,0.2303205929440488,2.3047354723296665,0.461195309605849,0.06352553500312597,0.0068930511141566415
117_SPL_S083,0.03586947710856826,0.038312912698046674,0.20131761312369983,2.2511152689824825,0.2713709374503979,0.049715776978540585,0.006796676113165858
118_SPL_S084,0.02913663838430006,0.041260905167489516,0.15450040455488348,1.7923237181524738,0.24830143603738905,0.04395688294810633,0.0039187396737486325
119_SPL_S085,0.09321624907915553,0.11327027596540082,0.22731673333882263,2.095187052349086,0.35956312916334787,0.0526878756251653,0.004230950264107526
120_SPL_S086,0.0650126111184716,0.06929630016888433,0.2758600922023383,2.7622607148101457,0.33011370591502914,0.05831155407223168,0.005733159747335937
121_SPL_S087,0.027831908594590282,0.04357845985491641,0.1956266130662156,2.194681174726609,0.23945489950828402,0.047529614979459414,0.005805210701171534
122_SPL_S088,0.02934065533755784,0.03765897409686447,0.16064379399418385,1.63665285093038,0.19934036082476814,0.041993284793383864,0.00476002564987915
123_BQC_PQC13,0.0729987695076021,0.06464782742008533,0.2581274011083472,2.106217338724363,0.3252826088974694,0.04770739662448303,0.004287382910015345
194_BQC_PQC_B 06,0.07917297806793651,0.05361388925818222,0.13605141426788916,1.018091487968558,0.18010973979774939,0.04213793201961222,0.002845519516217702
195_BQC_PQC_B 07,0.08475453262051993,0.05863216359022875,0.13897338491134578,1.0263458786391921,0.18263915469192052,0.039091425556058254,0.0025914736488754616
196_TQC_TQC_B 04,0.07928114161637348,0.05504865060212391,0.13450198131865848,0.9970750275508393,0.17899146521127862,0.03895840274830446,0.0022360764754779717
197_TQC_TQC_B 05,0.08527153136473077,0.05498915269873982,0.14313627772174756,1.080756637512327,0.19779884708488124,0.038253449419097175,0.002275732027135395
198_LTR_LTR04,0.1051045737328419,0.03003173912899527,0.10466083140610874,0.890574834021182,0.31265067936643737,0.019958574471991147,6.028142251052469e-4
199_NIST_NIST04,0.09582417276264497,0.027394562207517157,0.14816797665683445,0.9851790936475844,0.28700592175591005,0.023655490054018923,5.551466722742088e-4
200_TQCd-100_TQC-100percent,0.06880344876116644,0.06695034753561119,0.23074430379482577,2.0902036182299404,0.3045000531486415,0.049252841339967095,0.005217212693848208
201_TQCd-80_TQC-80percent,0.07745907025659084,0.060057147326055244,0.24305254743756508,2.077580153710651,0.32942774987268697,0.052669855441671444,0.004724332030577883
202_TQCd-60_TQC-60percent,0.07417535803120834,0.06394595125137603,0.2429519770788609,2.0085670976931653,0.2930503928275015,0.04544237500546211,0.004652665589660743
203_TQCd-40_TQC-40percent,0.08097004166689087,0.0656200332695897,0.2583042056515252,2.0919531892937084,0.2976236494898143,0.051519010994290536,0.004154041638158538
204_TQCd-20_TQC-20percent,0.07282117517450461,0.0670359274996896,0.25851050827122,2.091946043987952,0.2896047489542343,0.05022278557816271,0.004334669174777132
205_TQCd-0_TQC-0percent,0.17652393801326244,0.011193366935200214,0.15667941280680547,0.2189515917960446,0.21474576380904048,0.028222906483325465,NA
206_EBLK_Extracted Blank+ISTD03,7.046782901324337e-4,3.677086814673061e-4,0.0024825291711039255,0.0015712057239289005,NA,6.357525002229075e-4,2.2852582704585025e-4
207_SOLV_Blank02,0.08874156563550889,0.057144273197129856,0.13884569678362665,1.151929801253914,0.21868306725660136,0.04544563522154885,0.0023416860139300294
